epoch,loss_train,acc_train,loss_val,acc_val
1,1.94842529296875,0.08928571428571429,1.9499921798706055,0.06994047619047619
2,1.945988416671753,0.14136904761904762,1.946751356124878,0.09970238095238096
3,1.9447100162506104,0.18601190476190477,1.94534170627594,0.26339285714285715
4,1.9434964656829834,0.31845238095238093,1.944361925125122,0.30505952380952384
5,1.9422883987426758,0.3943452380952381,1.943485975265503,0.36607142857142855
6,1.9410810470581055,0.4538690476190476,1.9426355361938477,0.4538690476190476
7,1.9398747682571411,0.5357142857142857,1.9417915344238281,0.5327380952380952
8,1.9386696815490723,0.59375,1.940949559211731,0.5654761904761905
9,1.9374654293060303,0.6309523809523809,1.9401085376739502,0.6026785714285714
10,1.9362623691558838,0.65625,1.9392682313919067,0.6190476190476191
11,1.9350603818893433,0.6711309523809523,1.9384280443191528,0.6309523809523809
12,1.9338593482971191,0.6860119047619048,1.9375886917114258,0.6428571428571429
13,1.932659387588501,0.6934523809523809,1.9367495775222778,0.6443452380952381
14,1.9314603805541992,0.6994047619047619,1.9359110593795776,0.6443452380952381
15,1.930262565612793,0.7008928571428571,1.935072898864746,0.6532738095238095
16,1.9290657043457031,0.7127976190476191,1.9342353343963623,0.65625
17,1.9278699159622192,0.7202380952380952,1.9333984851837158,0.6622023809523809
18,1.9266752004623413,0.7261904761904762,1.932561993598938,0.6681547619047619
19,1.9254813194274902,0.7351190476190477,1.9317258596420288,0.6696428571428571
20,1.9242886304855347,0.7395833333333334,1.9308902025222778,0.6785714285714286
21,1.9230973720550537,0.7395833333333334,1.930055022239685,0.6860119047619048
22,1.9219064712524414,0.7455357142857143,1.9292206764221191,0.6904761904761905
23,1.9207170009613037,0.75,1.9283864498138428,0.6949404761904762
24,1.9195287227630615,0.7514880952380952,1.9275527000427246,0.6949404761904762
25,1.9183409214019775,0.7529761904761905,1.9267196655273438,0.6964285714285714
26,1.9171547889709473,0.7544642857142857,1.9258869886398315,0.6964285714285714
27,1.9159692525863647,0.7574404761904762,1.9250547885894775,0.6964285714285714
28,1.9147851467132568,0.7619047619047619,1.9242231845855713,0.7008928571428571
29,1.9136018753051758,0.7619047619047619,1.9233919382095337,0.7038690476190477
30,1.9124196767807007,0.7619047619047619,1.9225614070892334,0.7038690476190477
31,1.9112385511398315,0.7633928571428571,1.9217313528060913,0.7053571428571429
32,1.9100587368011475,0.7648809523809523,1.9209015369415283,0.7053571428571429
33,1.9088796377182007,0.7648809523809523,1.920072317123413,0.7053571428571429
34,1.9077017307281494,0.7648809523809523,1.9192438125610352,0.7068452380952381
35,1.9065250158309937,0.7663690476190477,1.9184153079986572,0.7053571428571429
36,1.9053491353988647,0.7678571428571429,1.9175876379013062,0.7068452380952381
37,1.9041744470596313,0.7693452380952381,1.9167604446411133,0.7083333333333334
38,1.9030009508132935,0.7693452380952381,1.9159334897994995,0.7098214285714286
39,1.9018281698226929,0.7693452380952381,1.9151073694229126,0.7098214285714286
40,1.9006567001342773,0.7693452380952381,1.9142816066741943,0.7127976190476191
41,1.8994863033294678,0.7693452380952381,1.9134563207626343,0.7127976190476191
42,1.898316740989685,0.7693452380952381,1.912631630897522,0.7142857142857143
43,1.8971487283706665,0.7693452380952381,1.9118072986602783,0.71875
44,1.8959814310073853,0.7708333333333334,1.910983681678772,0.7202380952380952
45,1.89481520652771,0.7723214285714286,1.9101603031158447,0.7217261904761905
46,1.8936502933502197,0.7723214285714286,1.9093375205993652,0.7217261904761905
47,1.892486333847046,0.7738095238095238,1.9085153341293335,0.7217261904761905
48,1.8913233280181885,0.7767857142857143,1.9076933860778809,0.7232142857142857
49,1.8901616334915161,0.7767857142857143,1.9068723917007446,0.7232142857142857
50,1.8890008926391602,0.7797619047619048,1.9060516357421875,0.7247023809523809
51,1.8878412246704102,0.78125,1.9052311182022095,0.7247023809523809
52,1.886682391166687,0.78125,1.9044115543365479,0.7247023809523809
53,1.8855249881744385,0.7827380952380952,1.9035922288894653,0.7247023809523809
54,1.8843683004379272,0.7842261904761905,1.902773380279541,0.7247023809523809
55,1.8832130432128906,0.7857142857142857,1.901955246925354,0.7261904761904762
56,1.8820589780807495,0.7857142857142857,1.901137351989746,0.7276785714285714
57,1.8809058666229248,0.7872023809523809,1.9003199338912964,0.7276785714285714
58,1.8797537088394165,0.7872023809523809,1.899503469467163,0.7276785714285714
59,1.8786028623580933,0.7872023809523809,1.8986872434616089,0.7276785714285714
60,1.8774526119232178,0.7872023809523809,1.8978712558746338,0.7276785714285714
61,1.876304268836975,0.7872023809523809,1.897056221961975,0.7276785714285714
62,1.8751564025878906,0.7872023809523809,1.896241307258606,0.7276785714285714
63,1.8740099668502808,0.7872023809523809,1.8954271078109741,0.7276785714285714
64,1.8728643655776978,0.7872023809523809,1.89461350440979,0.7291666666666666
65,1.8717197179794312,0.7886904761904762,1.8938002586364746,0.7291666666666666
66,1.8705763816833496,0.7886904761904762,1.8929873704910278,0.7291666666666666
67,1.8694343566894531,0.7872023809523809,1.8921754360198975,0.7291666666666666
68,1.8682931661605835,0.7872023809523809,1.8913636207580566,0.7291666666666666
69,1.8671529293060303,0.7872023809523809,1.8905525207519531,0.7306547619047619
70,1.866014003753662,0.7872023809523809,1.8897417783737183,0.7291666666666666
71,1.864876389503479,0.7872023809523809,1.8889315128326416,0.7291666666666666
72,1.8637396097183228,0.7872023809523809,1.8881218433380127,0.7291666666666666
73,1.862604022026062,0.7872023809523809,1.8873127698898315,0.7291666666666666
74,1.8614695072174072,0.7872023809523809,1.8865041732788086,0.7306547619047619
75,1.8603359460830688,0.7886904761904762,1.8856960535049438,0.7306547619047619
76,1.8592036962509155,0.7886904761904762,1.8848882913589478,0.7291666666666666
77,1.8580721616744995,0.7886904761904762,1.8840811252593994,0.7291666666666666
78,1.8569421768188477,0.7886904761904762,1.8832744359970093,0.7291666666666666
79,1.8558133840560913,0.7886904761904762,1.8824684619903564,0.7306547619047619
80,1.8546853065490723,0.7886904761904762,1.8816628456115723,0.7306547619047619
81,1.8535583019256592,0.7916666666666666,1.8808577060699463,0.7306547619047619
82,1.8524328470230103,0.7931547619047619,1.880053162574768,0.7306547619047619
83,1.851307988166809,0.7931547619047619,1.8792489767074585,0.7306547619047619
84,1.850184679031372,0.7931547619047619,1.8784456253051758,0.7306547619047619
85,1.849062204360962,0.7931547619047619,1.8776425123214722,0.7306547619047619
86,1.847941279411316,0.7931547619047619,1.8768401145935059,0.7321428571428571
87,1.8468208312988281,0.7931547619047619,1.8760381937026978,0.7321428571428571
88,1.8457016944885254,0.7931547619047619,1.8752367496490479,0.7321428571428571
89,1.8445839881896973,0.7931547619047619,1.8744356632232666,0.7321428571428571
90,1.8434669971466064,0.7931547619047619,1.873634934425354,0.7321428571428571
91,1.8423513174057007,0.7931547619047619,1.8728352785110474,0.7321428571428571
92,1.8412367105484009,0.7931547619047619,1.8720357418060303,0.7321428571428571
93,1.8401235342025757,0.7931547619047619,1.8712369203567505,0.7336309523809523
94,1.8390110731124878,0.7931547619047619,1.8704383373260498,0.7336309523809523
95,1.8378995656967163,0.7931547619047619,1.869640588760376,0.7336309523809523
96,1.8367894887924194,0.7931547619047619,1.8688430786132812,0.7336309523809523
97,1.835680603981018,0.7931547619047619,1.8680464029312134,0.7336309523809523
98,1.8345725536346436,0.7931547619047619,1.8672502040863037,0.7336309523809523
99,1.8334659337997437,0.7931547619047619,1.866454005241394,0.7336309523809523
100,1.8323602676391602,0.7931547619047619,1.8656585216522217,0.7351190476190477
101,1.8312554359436035,0.7931547619047619,1.8648639917373657,0.7351190476190477
102,1.8301523923873901,0.7946428571428571,1.8640698194503784,0.7351190476190477
103,1.8290499448776245,0.7946428571428571,1.8632761240005493,0.7351190476190477
104,1.827948808670044,0.7946428571428571,1.8624826669692993,0.7351190476190477
105,1.8268487453460693,0.7946428571428571,1.8616901636123657,0.7351190476190477
106,1.8257497549057007,0.7946428571428571,1.8608977794647217,0.7351190476190477
107,1.824651837348938,0.7946428571428571,1.860106348991394,0.7351190476190477
108,1.82355535030365,0.7946428571428571,1.859315037727356,0.7351190476190477
109,1.8224595785140991,0.7946428571428571,1.8585245609283447,0.7336309523809523
110,1.8213649988174438,0.7946428571428571,1.8577340841293335,0.7336309523809523
111,1.8202718496322632,0.7961309523809523,1.8569450378417969,0.7336309523809523
112,1.8191795349121094,0.7961309523809523,1.8561557531356812,0.7336309523809523
113,1.8180882930755615,0.7961309523809523,1.8553671836853027,0.7336309523809523
114,1.8169984817504883,0.7961309523809523,1.854579210281372,0.7351190476190477
115,1.8159096240997314,0.7961309523809523,1.8537917137145996,0.7351190476190477
116,1.8148218393325806,0.7961309523809523,1.853004813194275,0.7351190476190477
117,1.8137353658676147,0.7961309523809523,1.8522183895111084,0.7366071428571429
118,1.8126498460769653,0.7961309523809523,1.851432204246521,0.7351190476190477
119,1.8115653991699219,0.7961309523809523,1.850647211074829,0.7351190476190477
120,1.8104822635650635,0.7961309523809523,1.8498622179031372,0.7351190476190477
121,1.8094003200531006,0.7961309523809523,1.8490777015686035,0.7351190476190477
122,1.808319091796875,0.7961309523809523,1.8482939004898071,0.7351190476190477
123,1.807239294052124,0.7961309523809523,1.847510576248169,0.7351190476190477
124,1.806160569190979,0.7961309523809523,1.8467278480529785,0.7351190476190477
125,1.8050832748413086,0.7961309523809523,1.8459454774856567,0.7351190476190477
126,1.8040064573287964,0.7961309523809523,1.8451638221740723,0.7351190476190477
127,1.8029310703277588,0.7961309523809523,1.844382643699646,0.7351190476190477
128,1.8018572330474854,0.7961309523809523,1.8436018228530884,0.7351190476190477
129,1.8007839918136597,0.7961309523809523,1.8428219556808472,0.7351190476190477
130,1.799712061882019,0.7961309523809523,1.842042088508606,0.7351190476190477
131,1.7986412048339844,0.7961309523809523,1.8412631750106812,0.7351190476190477
132,1.7975714206695557,0.7961309523809523,1.840484619140625,0.7351190476190477
133,1.7965028285980225,0.7961309523809523,1.8397064208984375,0.7336309523809523
134,1.7954354286193848,0.7961309523809523,1.8389291763305664,0.7336309523809523
135,1.794369101524353,0.7961309523809523,1.8381520509719849,0.7336309523809523
136,1.7933038473129272,0.7961309523809523,1.8373754024505615,0.7336309523809523
137,1.792239785194397,0.7961309523809523,1.836599588394165,0.7336309523809523
138,1.7911769151687622,0.7961309523809523,1.8358243703842163,0.7336309523809523
139,1.7901151180267334,0.7961309523809523,1.8350493907928467,0.7336309523809523
140,1.7890545129776,0.7961309523809523,1.8342750072479248,0.7336309523809523
141,1.7879947423934937,0.7961309523809523,1.8335013389587402,0.7351190476190477
142,1.7869364023208618,0.7961309523809523,1.8327280282974243,0.7351190476190477
143,1.7858792543411255,0.7961309523809523,1.8319551944732666,0.7351190476190477
144,1.7848230600357056,0.7961309523809523,1.8311829566955566,0.7351190476190477
145,1.7837680578231812,0.7961309523809523,1.8304113149642944,0.7351190476190477
146,1.7827141284942627,0.7961309523809523,1.8296401500701904,0.7351190476190477
147,1.7816613912582397,0.7961309523809523,1.8288695812225342,0.7351190476190477
